A1SNEGAF,A1SSATIS,A1PA44,A1SEMA
4.5,5.25,999,2.321
2.167,4.375,999,3.286
3.833,4.25,30,3.464
2.5,7,999,3.857
1.167,7.125,999,.964
1.167,7.667,999,2.857
1.333,7.25,999,1.25
1.167,8.625,20,3.964
1.5,7.875,999,3.429
1.333,8.5,999,3.964
1.167,8.875,999,2.75
 , ,999, 
1,9,999,3.679
1.667,6.25,50,3.679
 , ,999, 
1.333,7.375,999,2.071
1.833,7.667,999,3.679
1.833,8.25,999,3.429
1.167,9.25,999,2.607
1.5,8,999,2.571
1.5,8.75,999,3.964
1.167,6.667,20,3.286
2,6.5,25,2.821
 , ,999, 
1,10,40,3.964
3.333,5,999,1.929
1,7.625,999,3.036
1.833,8.667,999,3.964
1.167,7.25,3,2.036
2.333,3.5,20,3.964
 , ,60, 
1.333,8,999,3.679
5,6.75,999,3
1.167,7.375,20,3.964
1,8.75,999,3.536
 , ,999, 
1.667,8.75,999,3.964
1,9.25,999,3.964
1.167,7.75,999,2.607
 , ,999, 
1.333,8,60,3.964
1.4,7.333,20,3.964
1,8.375,999,3.571
 , ,999, 
1.5,6.75,999,3.667
1,9.75,999,3.964
1,8.75,999,3.964
2.167,9.125,999,3.429
1.333,7.75,999,3.821
1.833,7,999,3.429
1,8.5,999,3.179
2.833,6.625,999,3.964
1.333,7.375,15,3.821
1,8.25,40,1.929
1,8.667,999,2.571
3,6.125,5,2.893
2,7.25,999,3.429
2.833,7.75,60,2.5
1.833,7.25,15,1.5
1.5,8.625,999,1.214
1.833,8,999,3.964
1.833,7.25,999,3.429
1,7.667,999,3.536
3.833,5.375,999,3.393
1,10,20,3.964
1,9.25,999,3.964
1.5,7.75,20,2.821
1.667,6,999,2.321
1.667,9,999,2.321
1.333,7.5,20,2.964
2,7.25,999,1.393
2,4.5,40,3.429
3.5,5.125,999,1.393
1,9.5,5,3.964
1,6.667,999,2.857
1.167,7.375,999,3.571
2.833,6.25,12,3.964
1.5,5.667,999,3.714
1.167,8,999,2.929
1,8.5,999,3.429
1,8,999,3.393
1,7.333,999,3.536
1,9,50,3.857
2.667,6.75,20,2.679
2.833,7.125,999,3.429
1.833,9.5,999,3.821
1,8.25,999,3.179
1.667,8.125,999,2.714
1.333,8,999,3.429
1.667,8.25,999,3.571
1.333,9.25,999,1.679
1,8.375,999,2.321
1.167,7.5,999,3.964
1,7.75,999,3.964
2.333,7.667,999,3.964
3,6.125,20,1.929
1.667,8.75,999,3.286
2.167,6.125,999,2.857
2.333,7.25,999,2.321
2,7.625,20,3.679
1.667,7.875,20,3.679
5,2,999,2.179
 , ,30, 
2.167,7.75,999,2.857
1.333,7.625,999,3.286
1,8.75,999,3.536
 , ,999, 
1.5,7.625,999,3.964
1.667,7,999,3.679
1.333,7.875,999,3.179
1.667,8.75,999,3.536
1.167,9,999,2.179
1,9,999,3.964
1.333,9,999,2.714
1.333,8,999,1.583
1.667,6.875,999,3.286
1.333,8.333,999,2.893
1.333,8.5,999,3.536
1.167,5.75,50,2.714
1,10,999,3.143
2,10,40,3.679
1,6.25,999,3.179
1.333,7.75,999,3.821
4,4.333,999,3.321
1,9.333,999,3.821
2,7.875,20,3.143
1.167,7.25,999,3.857
1.667,9,999,3.286
1.5,7.5,999,3.857
1.667,7.333,999,3
2.167,7.25,999,3.536
1,5,999,3.036
1.667,5.5,999,1.643
1.333,7,20,3.143
2.167,6.875,999,1.929
1.167,8.75,999,3.821
1.833,7.75,999,2.357
1.5,7.5,999,2.893
2.333,9.5,999,9
1.333,8.75,999,3.036
2,6.5,30,1.536
1,9,999,3.286
1.667,7.25,999,3.964
1.167,7.5,999,1.536
1.333,8.75,999,3.964
1.667,6,999,3.964
1,7,999,3.964
1,7.5,999,3.714
1,9.5,999,3.964
1.5,8.5,999,2.714
1.167,7.375,999,3.964
2,9.25,20,3.679
1,8,30,3.571
1.667,8.5,999,2.036
1.667,7.25,30,2.75
1.667,8.25,999,3.964
1,5.667,999,2.714
1.167,9.75,999,3.964
1,8.75,999,2.357
2.167,7.5,999,3.714
1.167,7.667,999,3.464
1.8,8.75,20,3.679
1.5,8.875,999,3.464
2,7.125,999,2.708
1.833,7.25,999,2.321
 , ,999, 
1.833,8.25,60,1.25
1.333,8.625,8,3.964
1,7.375,999,3.571
1,9.333,999,2.893
1,9,999,3.857
1.667,4.25,999,1.643
1.5,7.625,999,2.714
2.5,6.375,999,3.964
1.167,8,999,3.429
 , ,40, 
1.333,7.75,999,2.893
 , ,999, 
1.333,8.75,999,3.964
1.5,8.375,999,3.429
2.167,8.5,999,3.714
1,9.5,999,3.964
1,9.5,999,3.964
1,8.333,999,3.821
2,7.5,60,3
1,9.5,999,3.964
1,8.25,999,2.179
1.333,8.875,999,3.429
1.167,8,999,3.571
1,8.75,40,1.893
1,7.875,999,3.964
1,7.25,999,3.679
1,9.5,999,3.429
1.667,7.667,20,3.179
1.333,7.5,999,3.714
1.667,8.875,999,3.821
2.833,7.5,999,3.393
2.667,7.333,999,3.321
3.333,3,30,3.25
1.333,8.25,30,2.321
3.5,7.167,999,3.429
1,9.75,999,3
1.167,8.75,10,3.958
2,9,999,2.714
2.833,10,999,3.821
2.167,6.75,999,2.643
1.667,7.625,999,3.179
1,9,999,3.679
1.667,8.75,15,3.286
1.333,7.5,999,1.107
1.333,8.75,999,1.167
2.333,6.875,999,1.536
1.667,9.375,999,3.429
1,8.25,999,3.536
1,9.333,999,3.286
1.333,7.25,20,1.929
1.167,8,999,3.286
2.167,5.667,999,3.036
1.667,6.875,999,3.179
2.5,8.5,999,1.643
1.167,8.667,999,3.429
1.333,6.375,30,3.964
1,9.5,999,3.571
1.5,7.5,999,9
2.167,9,999,3.821
1.833,7.75,20,3.286
1,10,999,1.107
1,8.125,999,2.857
 , ,30, 
1.833,9,999,1.25
1.167,8,999,3.679
1,9.125,999,3.964
2,8.5,999,3.714
 , ,20, 
 , ,10, 
1.5,6,999,3.036
1.667,6.75,20,3.321
1.5,7.5,999,3.536
 , ,20, 
1,8.75,999,2.75
1,8.375,999,2.893
1.333,9.5,999,1.5
1.667,8.125,999,3.571
1.167,8.25,999,3.143
 , ,999, 
1.167,9.375,999,3.958
1,8.5,999,3.964
1,8.5,20,3.821
3.667,5.5,999,3.143
3.333,7.333,999,2.071
2,7,999,2.607
2.333,5.5,20,3.179
 , ,60, 
1.167,8.375,999,2.464
1.333,8,999,3.429
2.333,6.5,999,3.571
1,8.125,999,2.857
1.5,7.5,999,3.571
4,4.333,999,3.321
1.333,7.625,999,1.643
1,8,999,3.393
1.333,8.25,999,3.393
1.833,7.75,999,3.25
2.167,9,999,3.964
3.167,8.25,999,1.107
3.5,6.333,999,2.036
1.333,8.333,999,3.393
1.167,8.375,999,3.571
1,6.5,999,3.464
1,7.75,999,3.429
1,10,999,3.393
1.333,5.875,999,3.321
1,8.625,999,3.286
2,7.5,999,1.679
1.333,9.375,20,3.964
1,9.125,40,3.536
1.5,6.5,999,3.821
1,9.5,999,3.964
2,7,30,3.429
1.667,5.333,10,3.964
1,9,999,3.429
1.667,6,40,3
1,8.375,15,3.286
2.5,7.25,999,3.107
1.2,6.875,20,3.286
1.5,7.875,999,3.964
1.667,8.75,999,3.393
1.833,6.667,40,3.571
1.833,8.5,999,3.107
1.833,4.5,999,1.964
 , ,999, 
1.667,5.125,999,3.964
 , ,50, 
1,9.125,10,9
1.5,4,30,3.857
1.833,8.75,20,3.179
1.833,8.25,999,3.286
1,6,999,2.607
1.833,7.5,40,3.679
1.333,9,999,3.821
4.333,1.5,999,1.643
1.667,4.75,999,3.536
2.333,7,20,2.321
1.667,8,10,2.357
1,8,999,3.679
 , ,999, 
1,8.125,999,3.321
1.333,8.375,999,3.286
2.167,7.625,999,1.929
 , ,20, 
1,8.25,999,2.357
1.8,7.625,999,2.75
1.5,6.125,999,2.321
 , ,997, 
1,7.5,999,2.75
1.167,8,60,3.821
 , ,20, 
1.667,8,999,3.571
1,7.75,999,3.036
1,7.75,999,3.964
1,9,999,3.964
1,6,30,3.286
3.333,6.5,20,1.786
1.167,8.667,999,3.821
3,5.375,999,3.571
1,9,999,2.607
1.167,8.75,30,3.393
9,10,40,1.917
1,7.75,999,3.964
1.667,8,999,2.464
1.167,8,999,3.964
1.5,5.75,999,3.25
1.167,9,999,3.821
1.167,6.75,999,3.714
1.667,6.333,999,3.964
1,7.25,999,3.964
1.333,7.875,999,3
1.667,8.333,999,3.714
1,7.625,10,2.607
1,8.25,999,3.536
3,6.25,999,3.429
1.667,7.875,999,3.821
1.5,6.625,999,2.857
1,8.375,999,3.143
1,8.5,40,2.321
1.667,6.5,40,3
1.167,7.667,999,3.143
1,9.125,999,3.964
2,8.625,40,3.821
2,8,999,3.464
 , ,5, 
2.667,6.5,40,2.071
1,8.375,999,3.286
2.167,10,40,2.214
1,9,999,3.321
9,7.625,999,2.857
1.167,6.625,20,3.679
 , ,6, 
 , ,999, 
3.167,8.25,999,3.429
1.667,8.25,999,3.821
2,5.5,999,1.536
1,8,999,3.714
1,7.75,999,3.536
1.833,7,999,3.821
1.333,7.875,999,2.393
1.333,8.5,20,2.036
1,8,20,3.286
1.833,6.875,999,3.714
1.667,8.125,999,3.393
1,7.875,999,3.429
1.5,8.25,999,3.536
 , ,999, 
1.333,8.75,999,3.179
3.167,5.875,999,3
 , ,999, 
2,3,999,3.429
2.333,8,999,3.571
1,8.375,30,2.893
1,8.5,999,3.429
2.333,6.875,30,2.75
2.333,6,999,3.214
1.167,7.375,999,3.036
3.833,4.375,20,3.571
2.667,5.5,20,1.821
3.5,6.5,30,2.036
1.6,8.625,999,3.821
4.333,3.125,30,2.75
 , ,60, 
2.167,7.25,999,3.286
 , ,999, 
1.333,5.333,30,1.643
1,7.5,999,3.821
1.667,7.667,999,3.286
2,8.5,999,3.714
1.667,8,999,3.964
1,8.375,999,3.429
3,2.75,999,2.429
1,9,999,2.857
1.667,6.875,999,2.5
1.5,8.5,30,2.714
1,8.5,999,3.857
 , ,999, 
1,7.5,999,3.25
2.333,6.25,999,2.071
 , ,999, 
1,8.5,999,3.964
1.667,8,999,1.357
3,3.5,999,3.429
3.333,5,999,3.143
1,6.75,999,1.75
1,8,999,2.607
1.5,7.375,999,3.321
4,5.667,30,3.429
2.167,8.125,999,3.143
1,9,999,3.25
1.5,8,40,2.714
1.333,7.75,999,2.786
1.5,7.375,40,1.536
1.167,7.625,999,3.429
 , ,999, 
1.5,7,999,2.607
1,8.75,999,3.536
1,7.75,999,1.607
1,6.167,999,3.679
1.333,8,999,3.964
1.167,8.5,25,3.25
 , ,999, 
1.667,8.75,40,3.536
 , ,30, 
1,10,999,3.964
3.333,6.25,999,2.607
1,8,999,3.536
 , ,999, 
1.333,6.5,20,3.179
3.5,3.75,999,2.036
1.333,6,999,3.964
1.667,7.333,999,3.286
1.333,8.125,999,3.821
1.333,8.5,999,2.929
1.333,8.5,999,3.821
3.333,6.375,999,2.607
1.833,4.5,20,3.429
 , ,999, 
1,8.125,999,1.786
1.333,8.5,20,3.429
4.5,4.667,40,3.429
1.167,6,30,3.286
1,9.75,999,3.964
1,9.5,999,3.571
1,7.75,999,3.393
1.5,7.5,40,3.679
2.5,7.625,999,3.821
1.167,5.375,999,3.143
2,3,999,3.964
1.5,8,999,3.857
1,9,999,3.821
2.667,8.75,999,3.964
2.833,6.667,999,2.821
1,8,999,3.321
1.167,5.25,60,3.821
2.167,1.875,999,3.679
1.333,5.333,999,9
1.667,8.375,999,3.964
1,9,999,3.107
1,9.125,999,3.143
 , ,999, 
1.333,8.125,999,1.357
1,9.5,999,3.321
 , ,999, 
3.167,9,999,3.107
 , ,30, 
1.333,8.667,999,3.679
1.167,9.25,999,2.036
1.5,8.125,999,3.679
1.333,5.75,999,2.321
1,7.625,999,3.286
1.667,7.625,999,3.679
2,9.5,999,3.821
3.833,2.625,15,3
2.167,8.625,999,3.964
1,8.75,20,3.357
 , ,4, 
1.167,7.875,999,3.429
1,9.333,999,3.036
1.667,8.125,999,3.821
1.333,9.375,999,2.607
1,8,999,3.286
1.167,8.25,999,3.714
2.333,6,999,1.929
1.5,7.625,20,3.679
1.667,8,999,1.929
1.167,8.25,10,3.679
 , ,20, 
1.833,8,999,2.214
1.167,8.5,999,3.571
1,7.25,999,3.179
1.833,7,40,9
1.667,8.75,999,3.071
1.167,8.5,999,3.571
1.333,8.375,999,2.214
 , ,999, 
1.667,7.875,999,3.821
1.167,8.25,20,3
 , ,999, 
1.833,6.375,7,1.643
1,10,999,3.964
1.5,7.75,999,2.75
2.167,5.5,50,3.964
1,6.75,999,3.536
2.5,10,999,3.571
1,6,999,2.321
3.167,2.5,999,3.286
1.333,8.333,999,9
2,7.875,999,2.607
2.167,9.25,999,3.536
1,8.25,999,3.821
1.333,8,999,3.964
2,7.625,999,2.607
 , ,999, 
1.5,8.25,40,3.857
 , ,20, 
1.167,6.875,999,3.107
1,8.25,999,3.821
 , ,20, 
1.5,7.333,999,3.321
 , ,999, 
1.167,6.5,999,2.5
1.167,8,999,3.036
1.167,8.25,999,3.536
1,9.375,999,3.964
1.833,7.375,999,3.429
1,7,999,2.75
1.5,9.5,999,3.179
2,6.625,40,1.679
1.667,9.667,999,3.964
2.833,7,999,2.75
1.833,7.5,999,2.786
1.5,8.625,999,2.179
1.333,9.5,999,3.964
2.5,3.667,999,1.536
1.333,9,999,3.036
1.667,6.875,999,3.107
1.167,8.25,999,3.679
1,8.75,999,3.286
1,8.5,999,3.821
1,7,999,3.964
1.833,8.75,999,3
1.667,6.5,999,3.75
2.667,4.25,999,1.75
1.667,7.5,999,1.786
1.833,8.75,15,2.857
1.2,7.5,6,3
1.5,4.25,999,1.643
 , ,999, 
1.333,5.5,999,2.179
1.167,7.125,999,3.536
1,8,999,3.536
1.333,7.875,30,3.179
1.167,7.75,999,3.964
1.5,8,999,3
1,7.25,999,1.536
1.333,8.875,999,2.792
1,7,999,3.036
 , ,999, 
1.667,8.625,999,3.036
1.333,7.667,999,3.143
1,8,5,3.714
1.5,9.25,999,3.429
1.167,6.375,999,2.75
1.333,9,999,3.964
2.167,6.5,20,3.429
1,8,999,2.464
1.667,7.625,20,3.964
1.167,7.5,999,2.607
2.333,7,999,2.607
1.333,8.25,999,2.857
1.167,8.25,999,3.857
1,8.5,999,3.679
2,7.375,999,3.536
1.167,8.25,999,3.857
2.5,6,45,1.964
1.167,8.25,999,3.25
1.333,7.25,999,2.607
2.5,5.75,999,3.036
1,8.25,20,3.964
2.167,6.375,999,3.036
1.167,6.375,999,2.75
 , ,20, 
1.167,8.25,20,2.071
1.333,6.875,30,3.286
1,9.75,999,2.607
1.167,8.25,999,3.679
 , ,20, 
1.667,8.375,999,3.429
1.167,9.375,999,3.714
1.333,7.875,999,3.571
1,8.5,999,3.429
1.333,8.75,999,3.393
2.167,7.375,999,2.357
1.5,8,999,3.857
1.167,4.5,40,2.321
1.5,9,999,2.321
2.167,7,999,2.321
1.5,8.667,999,3
1.5,7.625,999,1.5
 , ,999, 
1.5,6.5,999,3.286
1.6,6.5,999,3.964
3,8,999,2.8
3.167,7.5,20,3
1,8.75,999,3.179
1.5,7.333,999,3.679
1.333,7.25,999,2.857
1,9.75,999,2.464
1,8.625,10,3.964
1.5,7.25,40,2.607
1.333,7.625,999,2.571
1.5,6.75,999,3.964
1.333,9,10,2.464
1.333,8.5,10,3.857
1.667,8.5,999,3.964
1.5,6.333,15,3.321
2.667,8.5,999,1.929
1,8.125,20,2.071
2.5,7.25,999,2.071
1.167,7,18,3.179
1,6.75,999,2.036
1,9.75,40,2.071
1,8.5,999,1.5
2,8,999,1.107
2.5,8.125,999,3.536
1.667,7.375,999,1.643
1.167,6.625,12,3.964
1,8.5,999,2.071
1,8,999,3.393
1.167,7.375,999,3.714
 , ,999, 
3,9,999,2.357
2,5,20,1.679
1.667,8.125,999,3.964
1.833,5.667,999,3.25
1,9.875,999,3.679
1.167,8.25,999,3.571
1.167,8.375,999,2.036
1.833,6,999,1.893
 , ,999, 
1.167,8.5,999,2.857
3.667,7.25,999,3.143
 , ,999, 
1,6.5,999,2.857
1.333,9.75,999,3.571
1.5,5,30,3.964
 , ,999, 
3,8.5,999,2.821
1.167,7.375,999,2.571
1,8.125,999,3.25
1.5,8,999,3
1.167,5.5,999,3.964
1.5,8.5,999,3.821
1.333,7.5,999,3.964
1,7.5,20,3.286
1.167,8.333,999,3.571
1.167,8.75,999,3
 , ,999, 
1.167,8,999,2.857
1,7.75,35,3.036
 , ,40, 
1.5,7.333,999,2.786
2.2,8.75,999,2.321
1.333,9.5,5,3.607
2.5,7,40,1.786
2.833,5.75,30,3.429
1,9.5,30,3.821
2.667,4.5,40,2.964
1.167,8.375,999,3.679
1.167,8.125,999,3.679
1,7.625,999,3.679
1,9.25,999,3.821
1.167,9.5,999,3.857
1.833,6.25,999,1.929
1.167,7.5,20,2.714
1.333,8.25,20,3.857
1.333,7.5,999,3
2,5.125,999,3.286
1.333,8.125,999,3.714
1,8.75,40,3.571
1,8.625,999,2.893
1.167,8.75,999,3.393
1.167,8.625,999,2.464
1,9.125,999,3.143
1.333,6.5,999,3.143
1,8.75,999,3.286
1,8.5,999,1.5
1.333,7.5,999,2.821
1,8,40,3.036
1.5,8.5,999,2.893
2,6.333,40,3.036
1,7.25,20,3.607
1.667,9,999,3.964
1.333,9,999,1.929
 , ,11, 
1,6.25,999,3.679
1.167,8.375,999,3.821
3.5,4.375,999,3.179
1.167,5.75,35,3.607
1.167,9.25,15,2.679
1.167,6.75,999,2.143
1.5,7,999,2.625
 , ,999, 
1.167,7.75,30,2.964
1,6.875,999,3.679
1.333,8.75,999,2.821
1,7.625,999,2.75
1,8.125,999,3.179
2.333,9,999,3.286
3.333,7.375,25,2.357
1,8.125,999,3.429
1.167,5.25,999,2.214
1.833,7.5,999,3.286
2.333,10,999,3.821
1.833,7.75,999,3.964
1.167,7,999,3.286
2.667,6.75,40,2.357
1.333,8.125,999,3.964
1.333,7.75,999,3.429
1.667,6.5,20,2.75
1,7.75,999,3.821
 , ,999, 
2.333,8,999,3.464
 , ,999, 
1,9.375,999,3.964
1.5,8,999,3.429
2,6.5,40,3
1,6.75,999,2.179
1,7.125,40,3.821
1.167,8.75,999,2.607
2,8,999,3.036
1.333,8.875,999,3.393
1.167,8.75,999,3.286
 , ,999, 
1.333,8.875,999,3.964
1.5,7.875,999,3.536
1,9.75,999,2.464
2.333,6,40,3.821
1,8,999,2.893
2.667,8,40,3.821
1.333,9.375,999,3.036
1,7.75,999,2.607
2.167,8,999,3
 , ,999, 
1,8.167,999,3.286
1.333,7.5,30,2.179
1.833,7.125,999,3.857
1,9,999,2.714
2.167,8.25,999,3.679
1,9,40,3.821
3.667,6.25,999,.964
2,8,999,2.357
2.333,7.75,7,2.036
3,7.5,999,1.643
2.667,5.5,999,2.857
1.833,6.5,60,3.679
1.833,8,999,3.286
1.667,8.5,999,2.179
1,8.375,999,2.321
1.167,6.667,15,3.857
1.667,7.375,999,3.179
1,9.25,999,3.821
1.333,7,999,3.143
1,8.5,6,2.179
1.5,9.333,999,3.679
 , ,999, 
1,8.25,999,2.214
1.5,9.25,999,3.536
1.333,7.625,999,2.5
 , ,999, 
2.167,6.5,999,3.821
1,7.875,25,3.679
1,8.75,999,3.964
2.333,5.75,40,2.964
1,8.5,30,3
1,8.75,999,3.107
1.5,5.75,999,1.357
1.667,6.875,999,2.214
1.5,4.667,999,1.893
1.667,8,999,3.571
1.5,7.25,999,3.286
1,7.5,999,3.964
1.333,7.375,999,3.536
1,8.75,999,3.286
1.5,7,999,3.429
 , ,999, 
 , ,10, 
1,9.125,999,3.036
1.167,8.75,999,2.464
 , ,999, 
1.5,8.5,999,3.393
1,8.25,999,3.964
 , ,999, 
1,6.5,999,3
3.667,4.25,20,2.036
1.333,8.75,16,1.25
1,8.625,999,3.964
1.5,7.25,999,3.286
1,8,999,3.286
1.333,7.25,30,3.964
1,10,999,3.964
1,7.875,999,2.857
 , ,999, 
1,6.75,999,1.107
3.25,5.333,999,3.393
1.167,8.875,999,2.75
1.167,8.75,999,3.571
 , ,999, 
1.5,8.5,999,2.607
1.667,8.5,999,2.857
1,8,999,3.286
 , ,999, 
1.167,8.25,999,3.821
1.333,8.5,6,3.143
1.5,9.125,999,3.286
1,4,999,3.964
1,8.25,999,2.607
1.333,8.625,999,3.286
1.667,8.25,999,2.75
2.333,5,999,1.5
1.333,8.5,999,3.286
1.8,7,999,1.25
1.167,8.25,999,3.179
1.333,6.125,999,2.464
1,8.25,999,3.821
1.167,8.375,999,2.714
1,7.667,999,3.857
2.167,8.333,999,2.893
2.333,9,999,2.964
1,9.667,999,3.536
1,7,20,3.821
1,8.5,999,3.964
1,2.667,999,3.429
1,8.5,999,2.75
2.167,7.875,999,2.321
2.5,7,999,2.321
1.667,7.25,999,2.786
1.167,6.5,999,2.643
1.5,8,999,1.893
1.667,7.125,40,1.929
2,7,999,1.786
1,8.5,999,3.571
 , ,30, 
2.5,6,999,2.464
2,6.25,999,3.071
1,7.5,999,1.821
1,8.625,999,3.393
1,9.25,999,3.857
1.167,7.75,30,3.964
1,9.125,999,3.679
2.333,6.75,999,3.607
 , ,999, 
 , ,999, 
1,8.25,999,3.964
1.667,7.375,999,2.893
2.5,7.25,999,3.857
1.5,7.75,999,3.536
1.333,8.5,999,3.179
1.333,6.75,999,3.143
1.333,8.75,999,2.893
 , ,999, 
1,8.625,60,3.964
1,9.25,999,3.429
1,9.125,20,.964
1.5,6.125,999,2.25
3,5.333,40,2.464
2.5,6.25,999,3.286
1.5,8.125,7,3.393
1,5.375,999,3.536
3,5.375,999,2.214
2.5,7.25,999,2.786
1.5,8.875,1,3.964
1.667,6.25,10,3.25
1,8.75,999,2.893
1,9,997,9
 , ,999, 
1.667,7,999,3
2.667,6,999,2.107
2,8,999,3.286
1.167,7.75,40,3.857
1.833,7,999,2.75
1.333,7.25,999,1.786
1.333,6.75,35,3.964
1.333,8.5,999,2.964
 , ,999, 
1.333,8.5,999,3.429
1.333,6.75,999,3.821
9,9.75,999,3.964
1,7.875,999,3.286
1,8.125,40,2.643
1.333,9,999,3.429
1.167,8.75,999,3.464
1.5,8,30,3.536
1.333,7,999,2.464
1.333,6.667,999,3.571
1.5,7.5,999,3.25
2,6,999,3.143
 , ,20, 
2.167,6.75,20,3.179
1.667,8.75,999,3.679
1.5,8.875,999,3.821
1.333,9.375,15,3.571
1.333,6.625,999,3.429
1.5,7.625,30,3.571
1.667,8,999,2.179
 , ,999, 
1.167,7.75,999,3
1.667,8.5,999,3.679
1.5,9.5,999,3.964
1.167,9,999,2.571
1.667,5,999,2.464
1.667,8,999,3.571
1,9.375,999,3.964
 , ,20, 
2.167,9,999,3.679
1.333,8.5,20,2.75
2.5,6.875,40,3.821
1.333,7.25,999,3.679
1.167,7.75,999,3.321
1,8.125,999,3.036
2,8.625,20,3.821
1,8.75,999,2.607
 , ,999, 
1,8.5,999,2.5
1,8.875,999,3.393
1.333,8.333,999,3.458
1.333,7.625,999,3.286
 , ,20, 
1,9.25,999,3.821
1,8.75,999,3.571
4.333,8.125,30,2.893
1.167,6,20,3
1.333,8.25,999,3.571
1.167,9,20,3.429
1.167,8.25,999,9
1,5.375,999,1.107
1.167,8.125,4,2.464
1,9,999,3.714
1,6.75,999,1.643
2.167,8,999,2.036
2,7.625,999,1.25
1.833,9.25,999,3.571
1.667,6.25,999,3.821
1.833,8.75,999,3.821
2,7.75,999,3.321
2,6.625,40,3.679
1,7.75,50,.964
1,9,20,3.25
1,8.75,999,2.964
2.167,7,999,2.179
 , ,999, 
1.833,8.375,999,3.821
1.333,7,15,3.714
1.333,7.375,999,2.464
2,7.75,999,3
1.5,9.25,999,3.679
1,8.875,999,2.321
1.167,7.667,999,3.536
1.5,5.75,999,2.893
2.333,5.667,999,2.75
1.333,6.625,30,3.464
1.667,8,20,2.071
1,8.5,20,2.75
1.167,8.25,999,3
1.833,7.5,999,3.821
1,9.25,999,3.964
1.167,9.25,999,3.536
 , ,999, 
1.5,7.75,40,3.143
1.167,7.375,7,2.75
 , ,999, 
1.667,7.125,999,3.286
1,8.625,999,3.679
1,8.25,999,1.929
1.4,9.875,999,2.036
 , ,60, 
1.833,3.5,999,1.5
1,7.125,30,2.786
1,8,999,2.607
1,7.75,999,3.679
1,8.75,999,3.429
1.5,8,999,3.857
1,8.875,999,2.893
1,9.25,999,3.429
1,7.5,999,3
1.667,8.875,999,3.821
1,9.667,999,3.821
3.167,5.25,999,3.964
2.333,6.875,999,3.536
1.667,8.125,999,2.893
1,8.5,999,3.821
1,9.5,999,3.821
1.167,8.5,999,3.393
1.5,9,60,2.179
 , ,999, 
 , ,999, 
1.5,8.375,23,3.429
1.833,7.875,999,3.679
 , ,60, 
1.167,9.25,999,3.714
 , ,30, 
2.6,6.75,20,.964
1.167,8.875,999,3.286
1.167,10,999,3.679
1,9.25,999,3.821
 , ,30, 
1.333,8.875,999,3.821
1.5,7.875,30,2.464
 , ,40, 
 , ,999, 
1.5,7.5,999,1.714
1.5,7.75,999,3.464
4,3.75,999,3.714
1.667,7.625,999,2.893
1.333,7.25,999,3.036
1,8.625,999,3.536
1.5,7,60,3.321
1,9,999,3.571
1.5,9.125,999,3.286
1.333,8.5,40,3.964
1.333,9.75,999,3.964
1.333,7.75,999,3.964
1.5,9.125,999,3.286
1,8.333,999,2.75
1.667,9.5,999,3.429
1,9.5,999,3.821
1.5,7,999,3.179
1.333,7.125,20,2.607
1,8.75,999,3.821
1.333,7,999,2.857
1.333,8.25,999,3.821
1.333,9,999,2.607
1.333,8.125,999,3.857
1,8.875,999,2.429
1.333,8.25,999,2.75
1,5,6,3.536
2.5,5.25,25,3
1.5,9.125,999,3.964
1,8,999,3.679
1.333,7.75,999,3.714
1.833,8.125,40,2.607
1.5,8.25,999,3.964
1,7.75,20,3.036
1.333,8.25,999,3
1,8.75,10,3.393
2.833,8.125,999,2.179
1,8.75,999,3.036
1,8.5,999,3.964
1.333,8.125,999,3.429
1,9.25,30,2.75
2.167,6.75,999,3.286
1.333,8.25,999,3.25
1.333,9.75,999,3.107
1.333,9.5,999,3.821
3,6.5,20,2.571
2.833,6.75,40,3.821
 , ,30, 
1.5,8.125,999,3.821
1,6.75,20,3.821
1.167,9.25,30,1.893
1.167,7.5,999,2.036
2.167,6.333,999,3.964
2,7.75,999,3.964
1.167,8.625,999,3.429
1,9.125,999,2.857
1.833,9,999,3.25
1,8.25,20,3
1.333,8.75,999,3.429
1.167,7.5,3,3.714
 , ,999, 
1.333,8.5,999,3.179
2.167,6.667,999,3.607
 , ,999, 
2.5,8.25,999,3.571
1.833,7,15,3.143
1.333,6.5,999,3.714
2.667,6.75,999,3.571
1.667,7.875,999,3.964
 , ,999, 
2,9.25,999,3.714
1,8.5,20,2.321
1.667,8.75,999,3.571
1.667,8.25,999,3.429
1.333,7.25,30,3.964
 , ,5, 
2,7.875,999,1.929
1.5,7.333,999,3.25
1.5,7.5,999,3.143
1,7.625,999,2.179
 , ,60, 
1.333,6.375,999,3.143
1.5,8,999,1.714
1,7.625,999,2.61
1,8,999,2.607
1.167,9,999,3.821
1,8.25,10,3.964
1,8.333,999,3.964
2.333,9.5,999,3.571
3,5.5,20,2.464
3.333,7.5,999,1.786
1.167,7.75,999,3.036
1.333,7.333,15,2.857
1.167,8.25,999,3.286
1.333,7.625,999,2.429
1.333,5.667,999,3.393
1,7.375,999,2.179
1.667,7.375,15,3.714
1,7.625,999,2.607
1.167,8.25,999,3.821
3.333,7.667,999,3.821
1.667,7,999,3.714
 , ,999, 
1,9.375,999,2.714
2.667,7.25,999,2.607
1.667,7.75,60,3
1.667,8.75,999,3.571
1.167,7.75,999,3.714
1.167,6.875,40,3.143
2.167,5.75,60,3.286
2.667,5.375,999,2.429
